Timestamp,Timestamp [ms],CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s],weekday,weekend,month,day,CPU usage prev,CPU_diff,received_prev,received_diff,transmitted_prev,transmitted_diff
2013-07-01 14:00:00,6982869261870,14021,38068381.299474955,4638736.461266934,33428.699694749776,48637918254.13333,3051781677.802434,420214.4492673999,474057.99875957594,330348.9457875462,392123.19099511846,0,0.0,35609,5087,33498.6602106228,-69.96051587301449,353927.7355311359,-23578.789743589678,412658.23714896425,-20535.046153846193
2013-07-01 15:00:00,7000732566000,14052,38148981.31233197,4431053.704668852,33227.85997474759,48720732892.266685,2697254738.6109796,447272.8716450218,455937.4158064185,292054.80429015576,370393.0883560902,0,0.0,35700,5100,34351.119895382464,-1123.2599206349178,234323.85667110825,57730.94761904765,254883.4740703761,115509.61428571423
2013-07-01 16:00:00,7000750930675,14052,38148981.30057199,3387118.0438711294,29370.3174603175,48722211606.66668,2063172826.6095169,370238.1140692644,401400.647252748,186002.91428571427,253207.13333333537,0,0.0,35700,5100,29059.223511904813,311.09394841270074,243224.79523809618,-57221.88095238092,367000.280952383,-113793.14761904754
2013-07-01 17:00:00,7000769291100,14052,38148981.30151494,2665556.7549311877,24702.931082112358,48725495640.53333,1874601608.2744741,336749.5611277617,403132.2459040984,129798.0577256072,185945.42057942125,0,0.0,35700,5100,25068.64358211246,-365.7124999999992,135601.79105894032,-5803.7333333333345,184573.02057942128,1372.3999999999362
2013-07-01 18:00:00,7000787651100,14052,38148981.30052592,2828377.9686051146,26508.128869047796,48728601670.933334,1895643785.0857153,511643.47662337625,358910.5163836181,239061.10023310155,303738.88398268755,0,0.0,35700,5100,26675.969841269944,-167.840972222221,239144.9002331015,-83.79999999996278,307062.4173160201,-3323.5333333332283
2013-07-01 19:00:00,7000806011100,14052,38148981.31357192,2727256.532923445,25415.261623099126,48729436365.066666,1819150538.4780538,355649.0827172834,345149.304995007,132295.23896103894,207549.2532467543,0,0.0,35700,5100,25064.544261988023,350.7173611111114,129420.77229437222,2874.4666666666717,202194.25324675438,5354.999999999998
2013-07-01 20:00:00,7000824376200,14052,38148981.30016194,2833081.3613144564,26575.58167735056,48730094032.80002,1952760624.2666647,453212.4333333334,501752.27344322664,159622.28095237998,166068.88095238066,0,0.0,35700,5100,26363.35459401725,212.22708333333216,154654.4809523803,4967.800000000013,169074.94761904806,-3006.0666666667003
2013-07-01 21:00:00,7000842736200,14052,38148981.28822797,3069166.1079201903,28723.86924603196,48730632782.93333,2011205188.9805787,420861.37902930455,513184.50935731136,290852.7871461881,156057.76150516156,0,0.0,35700,5100,29258.70882936519,-534.839583333333,295618.65381285426,-4765.866666666617,159907.89483849544,-3850.133333333335
2013-07-01 22:00:00,6980270351705,14003,38017343.27112696,2821595.013766692,27615.770835414736,48470924812.53335,2095301982.4083278,514811.5233433229,722963.1494338975,168923.60777555782,216193.7295621053,0,0.0,35595,5085,27292.29723887241,323.4735965423468,167954.05019980003,969.5575757575662,205894.17198634788,10299.557575757559
2013-07-01 23:00:00,7000879461300,14052,38148981.2203779,2267192.5610148106,23671.50263590587,48734665770.4,1941565298.7604349,927014.7227272708,946154.9803696299,157688.83789543723,261423.25462870637,0,0.0,35700,5100,23853.246371337136,-181.74373543123494,157924.18594738535,-235.34805194805176,264134.555061607,-2711.3004329004307
2013-07-02 00:00:00,7000897821953,14052,38148981.225899935,2141415.785162056,24238.53159063164,48738216193.73333,1837583347.4534798,1261318.0546536762,1308113.7056915183,236057.49783549889,444195.8132034653,5100,0.0,35700,10200,24488.226564407858,-249.69497377622415,236231.94069264192,-174.442857142863,430922.22034632246,13273.59285714286
2013-07-02 01:00:00,7000916186400,14052,38148981.22638397,2219124.1709795203,24988.97139041525,48739134034.666664,1827409974.3677592,1539630.3666666625,929143.2257742241,172330.73424908367,456108.96227106417,5100,0.0,35700,10200,25034.600722194577,-45.629331779332055,175010.36758241768,-2679.6333333333314,450222.61227106437,5886.3500000000095
2013-07-02 02:00:00,7000934545125,14070,38195781.25590493,1916907.6941962675,22616.62638125777,48812799212.80002,1901522892.9391909,1209833.9821733807,1140097.9322344298,149400.38571428554,344844.29340659594,5100,0.0,35700,10200,22343.49166666676,273.13471459096417,148335.87142857106,1064.5142857142966,358687.75714286015,-13843.463736263742
2013-07-02 03:00:00,7000952905778,14076,38211381.27225594,1962195.6059095473,22507.433333333374,48841468766.933334,1720771947.866662,933615.6580586068,631142.9010489528,198474.5366300373,371256.95604395773,5100,0.0,35700,10200,22831.777075702164,-324.3437423687433,188482.5366300372,9992.000000000013,368849.5542124564,2407.4018315018075
